0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.674914166905711821e-02,2.563086030434589060e-02,8.351287559212843339e-03,2.079955551810776845e-03,6.116839322650474047e-04,4.397968166145647489e-05,4.653415137948362178e-06,1.604664910143642774e-05
0.000000000000000000e+00,8.395825533234342331e-01,5.537557368984027395e-01,4.014431198640745491e-01,4.635295286184312746e-02,1.163753774800631996e-02,1.219008792410319376e-03,6.529947816267053654e-04,2.749904038308697261e-05,7.074179935376856522e-06,1.581505245091963791e-04
1.269881769203815292e-01,1.273959574156573737e-01,3.005112854888765742e-02,1.102850439534539158e-02,4.920773567042993971e-03,3.092103472265914435e-03,1.468985693111103278e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.765114301109051532e-05,1.646529881800814967e-03
9.091714629713369966e-01,0.000000000000000000e+00,9.387998499584442047e-02,1.322402645738757487e-01,1.267504680578654050e-02,2.139984895814612317e-03,5.151762746106413032e-04,4.032782441976400520e-05,0.000000000000000000e+00,4.190782136584183551e-06,2.799946655282654489e-05
5.960098364523478409e-01,9.924697033604795715e-02,2.329752747805750521e-02,8.438327423701853791e-03,1.731479047088041109e-03,5.160959495103214405e-04,7.640233607185861991e-05,9.214167086564697436e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.390825252136393429e-04
0.000000000000000000e+00,0.000000000000000000e+00,4.249066603427030797e-01,8.944887817774847816e-02,6.409762316446289410e-02,1.076246597111746479e-02,1.574267639993912537e-03,3.940143919720941993e-04,3.498629187280157617e-05,0.000000000000000000e+00,1.044320729981716882e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.472781702774722618e-02,3.244103688698310450e-02,9.128124409985456655e-03,1.827586415599876963e-03,5.599681058047729183e-04,1.466556620854946491e-04,1.805382722264052347e-05,1.653537002670789975e-04
0.000000000000000000e+00,2.862038985502963206e-01,4.410381542936880200e-02,4.106145419500228239e-03,2.366083839959091158e-03,3.808357380848924074e-04,3.246209118420850120e-05,5.360086747273135125e-06,3.243612716295352896e-06,6.760048471937589066e-06,1.623711395403459662e-03
4.814165130257606062e-01,1.053455511108040699e-01,6.985055655241012053e-03,1.046293274100337616e-02,3.283403094472555923e-03,7.864552869142352404e-04,1.217957320010003333e-05,4.693184400711095562e-06,0.000000000000000000e+00,7.669360759354578428e-06,1.858446178877376813e-03
0.000000000000000000e+00,1.690378225731606066e-01,2.589065483790271016e-01,1.287412591500783701e-02,5.044709475249871226e-03,1.656581196061491981e-03,1.016068273319636417e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.482178769003679147e-04
0.000000000000000000e+00,4.315223020558455191e-01,4.402495861661677723e-01,1.096468667537734386e-02,5.693117851229015369e-03,6.011207091130598909e-03,8.651950582531351980e-04,3.301035933878727267e-05,8.578339191022062735e-06,0.000000000000000000e+00,2.038254253844306229e-04
3.178132846343273976e-01,1.704234628298250120e-01,8.650931791041273008e-03,3.258480574528251593e-03,2.246683831095868961e-03,6.260644237035381445e-04,2.130457628680587124e-05,3.332254922743802935e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.174138486692135079e-03
0.000000000000000000e+00,7.664230910490970050e-01,1.239539366473956933e-01,5.918656222806530608e-03,4.467410190383359903e-03,9.711788126566037443e-04,6.590951812714872455e-04,5.183981032874009228e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.317582412170458216e-05
0.000000000000000000e+00,3.554915311385173915e-01,3.884444612759890142e-02,1.141259639249685501e-02,2.363805662794008118e-03,9.878179338398162309e-04,4.062572407755648336e-04,0.000000000000000000e+00,3.659792308139365863e-06,0.000000000000000000e+00,1.933403997049625440e-05
4.299357789055425205e-01,1.898857021007408219e-01,2.241418907463771718e-02,4.554755211180570168e-03,2.664276187618573599e-03,1.221283236882270617e-03,8.804594033212233641e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.496243296695584495e-05,2.111205739916643259e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.216864022521340072e-01,7.447736580480398064e-03,5.407770916663409352e-03,5.192990939793959426e-03,2.383394488756133110e-04,3.411958793596459879e-06,4.473639901602232419e-06,0.000000000000000000e+00,1.807649146124693372e-05
0.000000000000000000e+00,0.000000000000000000e+00,7.262917626269008720e-01,2.636550597445641575e-02,1.763286111210137647e-02,4.874848105597572555e-03,1.910900720426825282e-03,2.022229221648746023e-04,4.318529854015427340e-06,0.000000000000000000e+00,5.865829896014256419e-05
6.551550044088947367e-01,2.167875069136522281e-01,1.953807731063998132e-01,1.710909280502414045e-02,1.510269080206897221e-02,7.811576572677984441e-04,4.657262483370359051e-04,3.084090265787851334e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.911650029682901999e-05
1.906662168247359179e-01,4.675123002380132675e-02,1.663489927138600902e-02,7.521117089449295100e-03,3.656566207312696940e-03,5.857956213211375088e-04,1.958546191377360466e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.004615261348401529e-06,1.921133685478195689e-03
0.000000000000000000e+00,4.861422935614780061e-02,2.305314380700896476e-02,1.646855381526509191e-02,6.802662922498436265e-03,2.751574868824642993e-03,2.027908309151871345e-04,1.506670506039349956e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.170795251630112374e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.901246967972541335e-01,5.096649279399793897e-02,3.517705385579544125e-02,8.983400059363906912e-03,1.425181791881860839e-03,3.637704388824441353e-04,4.804197637854139868e-06,5.104219278644664947e-06,1.836632312868283191e-04
