4.227394038925365582e-01,1.857862364196655736e-01,4.691927081772259006e-02,2.111472079188239648e-02,1.331511447016073615e-02,3.933284189793970036e-03,4.609431093058356040e-04,3.910901447365633084e-05,2.355092096357774172e-05,0.000000000000000000e+00,9.914698735674725132e-04
0.000000000000000000e+00,1.379434270619534775e-01,6.651576367796074862e-02,1.397955072047758936e-02,9.377757981926403488e-03,2.154100651058029042e-03,3.128174934249831744e-05,2.917233243408290749e-05,8.544095740920101684e-06,0.000000000000000000e+00,8.442157249406134463e-04
8.515603641466218399e-01,2.324487440338750821e-01,3.717235783811937561e-02,9.619023128152222324e-03,4.708385607559192887e-03,1.334625940130754586e-03,3.946640750135764876e-04,1.300070623191571222e-05,0.000000000000000000e+00,1.814309940852561651e-05,3.414952239855375648e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.758674068313066663e-01,3.754180881441856327e-02,1.824393751638712924e-02,4.781188098260521699e-03,6.044498885038619143e-04,3.354189732186636775e-04,3.856547988667715497e-06,4.731813977039545789e-06,3.771789140544050818e-05
0.000000000000000000e+00,7.363026460822746921e-01,3.292538276740482606e-01,1.169220899562446181e-01,2.992310320743087060e-02,1.157271494112432561e-02,2.319657323833109342e-03,4.839724189598472773e-04,2.061229039636444064e-04,4.598765701969494332e-06,2.085831080302079669e-04
0.000000000000000000e+00,2.426310791957135005e-01,1.208158161415129328e-01,1.713090897822866499e-02,5.438905493048638330e-03,1.367018988698112756e-03,2.090274068574575581e-04,3.919328325660735384e-05,5.143589670211763514e-06,7.498806807573129508e-06,9.205528223793804329e-05
0.000000000000000000e+00,1.247474043851806852e-01,1.208019899592107649e-01,1.938387353032354488e-02,6.687002179901490456e-03,2.463896722923683297e-03,3.935566076826476213e-04,1.039514733162351991e-04,3.289225649454830401e-06,0.000000000000000000e+00,0.000000000000000000e+00
8.507355699733811782e-01,1.089491587295128988e-01,6.703439356199854260e-02,9.228688187126080772e-03,9.010936325020075729e-03,9.789815332276546010e-04,3.991240075241384532e-05,4.238172076593730562e-06,0.000000000000000000e+00,2.796462680974454200e-05,4.294855764136341209e-03
4.176545333953536332e-01,1.573909736637558177e-01,6.721562073648380820e-02,1.837766773960724381e-02,3.133077550046751807e-03,2.904071635745610058e-03,3.065056717149963902e-04,1.546018997157965678e-05,0.000000000000000000e+00,4.496681952051858830e-05,2.384501450159287259e-03
0.000000000000000000e+00,1.331719810561257933e-01,3.265164123644191674e-02,8.019743170462497600e-03,3.427467480590164466e-03,1.382470283183286292e-03,2.712713836226528620e-04,7.056969078273126837e-06,0.000000000000000000e+00,2.680630643774458839e-05,1.504585700777237307e-04
